titulo,precio_texto,precio_num,ubicacion,habitaciones,banos,terreno,estacionamientos,atributos_detectados,descripcion,enlace,fuente,tipo_operacion,tipo_propiedad,ciudad_objetivo,fecha_captura
"La Serena, Arriendo amueblado en av del mar 1700",$ 480.000,480000,La Serena,2,2,80,,"['Amoblado', 'Terraza', 'Lavandería', 'Gimnasio', 'Bodega', 'Ascensor', 'Suite', 'Seguridad']","**Descripción del Departamento Amueblado en La Serena** Este acogedor departamento amueblado en arriendo se ubica en la comuna de La Serena específicamente en Av Del Mar 1700. Con una superficie total de 80 m y 71 m construidos, ofrece un espacio cómodo y moderno para quienes buscan tranquilidad y comodidad. La propiedad cuenta con dos amplias habitaciones y dos baños, brindando privacidad y confort sus residentes. orientación-poniente garantiza una excelente iluminación natural durante el día. La Serena es conocida por su belleza costera, con playas cercanas que ofrecen el escenario perfecto para disfrutar del sol y el mar. Además, es una ciudad que combina lo histórico con lo moderno, ofreciendo diversas actividades culturales y entretenimiento. **Características Departamento:** - * Terraza- Cocina - Comedor - loggia - 2 Dormitorio principal en suite, Closet - **Servicios Adicionales:** Lavandería- Ascensor - Estacionamiento para visitas - **Instalaciones Comunes:** Gimnasio - Área de juegos infantiles - Recepción El valor del arriendo es de $500,000 pesos mensuales, con gastos comunes aproximados de $130,000 pesos.. Documentos para arrendar, 6 liquidaciones de sueldo, 12 cotizaciones de Afp, dicom, CI por ambos lados,aval con !os mismos dctos. Se cancela 1 mes y medio de garantía, mes de arriendo.",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/arriendo-amueblado-en-av-del-mar-1700/115572831,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:15
"La Serena, A pasos del enjoy, (158118)",$ 380.000,380000,La Serena,2,1,41,,"['Amoblado', 'Bodega', 'Piscina', 'Conserjería', 'Quincho', 'Seguridad', 'Balcón']","BOYER PROPIEDADES Arrienda departamento amoblado en Avenida Los Pescadores, Coquimbo. Ubicado a pasos de la Costanera y Pueblito Peñuelas. Características de la propiedad: - Living comedor de 4 sillas. - Cocina amoblada compuesta por encimera vitrocerámica, horno eléctrico y campana. - Dormitorio principal con cama de 2 plazas, veladores y closet. - Dormitorio secundario con camarote de una plaza y closet. - Baño con tina, vanitorio y ventilación por extractor. - Balcón con salida desde living-comedor por ventanal. - Smart tv en living - comedor. Otras características: - Comedor de diario. - Conexión para lavadora secadora en el baño. - Ventanas de termopanel. - Cuenta con internet. Condominio: - Hall de acceso. - Conserjería cuenta con acceso controlado las 24 hrs. - Cámaras de vigilancia en el recinto. - Estacionamientos para visitas. - Piscina. - Quincho. - Sala de multiuso. - Juegos infantiles. - Áreas verdes. Entorno: - Cuenta con una excelente ubicación, ya que está en el lugar más turístico de la ciudad. A pasos de la costa, restaurantes, cafeterías, pizzerías, heladería y, a minutos de la ruta 5 norte. J.E",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/a-pasos-del-enjoy-158118/115571326,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:16
"La Serena, Emilio Apey",$ 500.000,500000,La Serena,2,1,50,1,"['Amoblado', 'Lavandería', 'Bodega', 'Piscina', 'Quincho', 'Seguridad', 'Balcón']","Cómodo departamento a pasos de la Avenida del Mar, centro de estudios Inacap, Universidad Central, centro de La Serena, hospital y centro comercial Puertas del Mar, Cuenta con 2 habitaciones (1 cama de 2 plazas 1 cama nido ), 1 baños con tina, living comedor, cocina equipada, lavadora aparte del servicio de lavandería. Balcón con orientación nor poniente. Piso 1. Estacionamientos. Él condominio cuenta con seguridad 24/7, piscina, quincho, lavandería, juegos infantiles. Opciones de arriendo temporal diario y de marzo a diciembre. Capacidad máxima 4 personas. El valor incluye gastos comunes. Al momento de arrendar se solicita documentación, mes de arriendo, garantía (puede pagar en 2 cuotas). Considerar comisión por corretaje equivalente al 50% del valor de arriendo mas impuesto.",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/emilio-apey/58785565,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:17
"La Serena, San Joaquín 2010",$ 620.000,620000,La Serena,3,2,78,1,"['Terraza', 'Bodega', 'Piscina', 'Suite', 'Quincho', 'Seguridad']","🏠 DEPARTAMENTO EN ARRIENDO – CONDOMINIO TERRAZAS DE SAN JOAQUÍN 2010, LA SERENA ✨ Disfruta de la comodidad, tranquilidad y un entorno familiar en uno de los sectores más cotizados de La Serena. 📍 Condominio Terrazas de San Joaquín 2010 🛏 3 dormitorios | 🛁 2 baños 👗 Walk-in closet 🚗 Estacionamiento privado 🏊 Piscina y quincho 🌿 Entorno tranquilo y seguro 💬 Contáctanos para más información y coordinar visitas: 📱 +56 9 4222 2261 📱 +56 9 9303 2243 🌟 Vivelqui Propiedades – Tu nuevo hogar te espera.",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/san-joaquin-2010/98800384,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:18
"La Serena, Avenida Pacífico",$ 600.000,600000,La Serena,3,1,56,1,"['Amoblado', 'Bodega', 'Piscina', 'Logia', 'Quincho', 'Seguridad']","[ARR] ID HOUM: 169207 En Houm no te pedimos garantía ni aval*. Entérate de todos los beneficios al Arrendar con nosotros: Asistencia e intermediación con el propietario Firma tu contrato online Arrienda sin burocracia, papeleos y mucho más rápido Departamento en arriendo, ubicado en la comuna de La Serena, con una superficie construida de 56.00 m y superficie total de 56.00 m. Sus principales características son: Amoblado 3 dormitorios 1 baño No Admite mascotas 1 estacionamiento Logia Conexión a lavadora Además, el inmueble cuenta con las siguientes amenidades: Piscina Quincho Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso. Requisitos para arrendar con nosotros: Se deben demostrar ingresos que sean 2,8 veces el valor del arriendo En caso de que tus ingresos no lleguen a 2,8 veces el valor del arriendo, estos pueden ser la suma de los ingresos de las personas que vivirán en la propiedad IMPORTANTE: Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte directamente con nosotros Te invitamos a agendar una visita a esta propiedad: esta puede ser presencial o vía streaming, desde la comodidad de tu hogar Más que una corredora, somos Houm. *Aplican T&C",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/avenida-pacifico/115509961,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:19
"La Serena, Año corrido Sin Amoblar (157970)",$ 440.000,440000,La Serena,3,2,55,1,"['Amoblado', 'Terraza', 'Bodega', 'Suite', 'Seguridad']","CasaMatch Arrienda Puedes Pagar mes de garantía, y primer mes con tarjeta de crédito Departamento 3 dormitorios y 2 baños, año corrido , sin amoblar Dormitorio principal con baño en suite y walk in closet Descubre el hogar ideal en el encantador sector de La Serena, en la Región de Coquimbo. Este exquisito departamento en arriendo te ofrece el equilibrio perfecto entre comodidad y modernidad, un espacio donde cada día se transforma en una experiencia única. Con sus 3 acogedores dormitorios y 2 baños elegantemente diseñados, encontrarás el confort y la privacidad que mereces. La luminosa sala de estar está conectada a una encantadora terraza de 3 m, el rincón perfecto para relajarse y disfrutar de momentos inolvidables con amigos y familia. Tu tranquilidad está garantizada con un estacionamiento, ofreciendo la seguridad y conveniencia que buscas. Ubicado en un edificio de tres niveles, este departamento es una oportunidad excepcional tanto para quienes buscan un hogar acogedor como para aquellos interesados en una sólida inversión inmobiliaria. Vivir aquí te conectará con todo lo que ofrece La Serena, desde sus hermosas playas hasta su rica vida cultural. No dejes pasar esta oportunidad única por tan solo CLP 440,000. Contáctanos a la brevedad",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/ano-corrido-sin-amoblar-157970/115500969,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:22
"La Serena, Avenida Pacífico con Puerta del Mar",$ 480.000,480000,La Serena,1,1,45,1,"['Amoblado', 'Bodega', 'Seguridad']","Departamento en arriendo Abril - Diciembre, incluye gastos comunes, una habitación y dos ambientes, en primera línea, ubicado en el Condominio Laguna del Mar, el único resort urbano en La Serena. Cuenta con laguna artificial de 2.5 hectáreas, piscinas, cancha de tenis, juegos infantiles y salón multiuso. El Condominio Laguna del Mar está ubicado en el sector norte de la ciudad de la Serena, al costado norte del famoso Faro, destacándose por su tranquilidad y su acceso directo a la playa sin la necesidad de movilizarse en auto. Cuenta con vigilancia y acceso controlado las 24 horas del día, tanto en el acceso al condominio como en la recepción de cada edificio. En el sector aledaño podrá encontrar supermercado, mall y grandes, servicios de asistencia médica, lugares turísticos tradicionales, monumentos y muchas más atracciones locales.",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/avenida-pacifico-con-puerta-del-mar/115492784,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:22
"La Serena, Consuelo Aguirre Álvarez 1515",$ 500.000,500000,La Serena,1,1,54,1,"['Amoblado', 'Lavandería', 'Bodega', 'Conserjería', 'Seguridad', 'Balcón']","Se arrienda moderno y acogedor departamento completamente equipado, ubicado en Avenida Ulriksen, sector residencial nuevo, exclusivo y de alta plusvalía en La Serena. 📍 Ubicación privilegiada: entorno tranquilo y residencial, con excelente conectividad. A solo minutos del centro, cercano a supermercados (a 2 cuadras) y a pasos de pubs, bares y zonas de entretención. 🛏️ Características del departamento: 1 dormitorio amplio 1 baño Cocina completamente equipada Balcón Equipamiento incluido (llegar y habitar): Cama Televisión Lavadora Ropa de cama Losa completa Cocina equipada con electrodomésticos (incluye microondas) Sillón Mesa en balcón Incluye: Estacionamiento Bodega Valor arriendo: $500.000 mensuales Departamento ideal para quienes buscan comodidad, ubicación y practicidad, completamente equipado, listo para habitar sin necesidad de invertir en mobiliario.",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/consuelo-aguirre-alvarez-1515/115452756,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:23
"La Serena, Arriendo dpto mariposa - la serena (157733)",$ 650.000,650000,La Serena,2,2,49,1,"['Amoblado', 'Lavandería', 'Bodega', 'Conserjería', 'Seguridad']","Arriendo departamento edificio alto serena i sector puerta del mar - la serena Departamento en venta tipo mariposa, frente supermercado hiper líder , sector puerta del mar, cercano a u santo tomas, u central, u tecnológica de chile, inacap , cómodos espacios libres, conserjería 24/7. Departamento Descripción - departamento tipo mariposa - living cocina americana - 2 dormitorio - 2 baño - 1 estacionamiento Exterior: - piscinas - lavandería - bicicleteros - sala multiuso Valor $650.000 gastos comunes incluidos",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/arriendo-dpto-mariposa-la-serena-157733/115410469,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:24
"La Serena, Avenida Rodolfo Wagenknecht",$ 550.000,550000,La Serena,3,2,65,1,"['Amoblado', 'Gimnasio', 'Bodega', 'Piscina', 'Ascensor', 'Quincho', 'Seguridad']","[ARR] ID HOUM: 169435 En Houm no te pedimos garantía ni aval*. Entérate de todos los beneficios al Arrendar con nosotros: Asistencia e intermediación con el propietario Firma tu contrato online Arrienda sin burocracia, papeleos y mucho más rápido Departamento en arriendo, ubicado en la comuna de La Serena, con una superficie construida de 60.00 m y superficie total de 65.00 m. Sus principales características son: No amoblado 3 dormitorios 2 baños Admite mascotas 1 estacionamiento Cocina amoblada Año de construcción: 2026 Conexión a lavadora Además, el inmueble cuenta con las siguientes amenidades: Salón de eventos Vigilancia 24 hrs Ascensor Zona de juegos Piscina Gimnasio Quincho Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso. Requisitos para arrendar con nosotros: Se deben demostrar ingresos que sean 2,8 veces el valor del arriendo En caso de que tus ingresos no lleguen a 2,8 veces el valor del arriendo, estos pueden ser la suma de los ingresos de las personas que vivirán en la propiedad IMPORTANTE: Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte directamente con nosotros Te invitamos a agendar una visita a esta propiedad: esta puede ser presencial o vía streaming, desde la comodidad de tu hogar Más que una corredora, somos Houm. *Aplican T&C",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/avenida-rodolfo-wagenknecht/115350104,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:26
"La Serena, Antonio Aguilar 805",$ 600.000,600000,La Serena,2,2,65,1,"['Amoblado', 'Lavandería', 'Bodega', 'Piscina', 'Logia', 'Ascensor', 'Seguridad']","RLLC/75871 Departamento Amoblado en Arriendo Portal del Pacífico 1, La Serena Se arrienda cómodo y funcional departamento completamente amoblado, ubicado en el condominio Portal del Pacífico 1, en un 7 piso. La propiedad cuenta con: 3 dormitorios 2 baños 62 m bien distribuidos Cocina equipada Living-comedor Logia Estacionamiento El condominio ofrece excelentes espacios comunes: Ascensor Lavandería Piscina Quinchos Ubicación privilegiada, a pasos de la playa El Faro, cercano a supermercados, universidades y a minutos del centro de La Serena Ideal para familias, estudiantes o profesionales que buscan comodidad, seguridad y cercanía al mar. Honorarios de corretaje 50% canon de arriendo mas IVA Grupo Premium",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/antonio-aguilar-805/115339048,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:27
"La Serena, Departamento Cerca del Mar (157701)",$ 500.000,500000,La Serena,2,1,45,1,"['Amoblado', 'Terraza', 'Bodega', 'Seguridad']","Descubre la joya inmobiliaria que te ofrece La Serena, una de las comunas más encantadoras de la Región de Coquimbo. Este departamento en arriendo es la puerta de entrada a una vida cómoda y llena de estilo. Imagina despertar cada mañana en un espacio acogedor que cuenta con dos dormitorios perfectamente diseñados para tu descanso y un baño que combina funcionalidad con elegancia. La propiedad dispone de un práctico estacionamiento, asegurando que tu vehículo siempre tenga un lugar seguro. Con sus 30 m construidos, cada rincón del departamento ha sido optimizado para ofrecerte una experiencia inigualable de confort y modernidad. Además, una encantadora terraza de 4 m se convierte en el lugar ideal para disfrutar de tardes soleadas o noches estrelladas, agregando un toque especial a tus momentos de relax. Por tan solo CLP 500000 (gastos comunes incluidos), puedes hacer de este apartamento tu hogar y disfrutar de una ubicación estratégica que conecta lo mejor de la ciudad, siendo una oportunidad única tanto para vivir como para invertir. No dejes pasar esta increíble oportunidad!",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/departamento-cerca-del-mar-157701/115332045,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:28
"La Serena, Los Perales Poniente",$ 500.000,500000,La Serena,3,2,50,1,"['Amoblado', 'Bodega', 'Piscina', 'Ascensor', 'Quincho', 'Seguridad']","[ARR] ID HOUM: 158008 En Houm no te pedimos garantía ni aval*. Entérate de todos los beneficios al Arrendar con nosotros: Asistencia e intermediación con el propietario Firma tu contrato online Arrienda sin burocracia, papeleos y mucho más rápido Departamento en arriendo, ubicado en la comuna de La Serena, con una superficie construida de 82.00 m y superficie total de 50.00 m. Sus principales características son: Amoblado 3 dormitorios 2 baños No Admite mascotas 1 estacionamiento Año de construcción: 2014 Conexión a lavadora Bodega Además, el inmueble cuenta con las siguientes amenidades: Ascensor Zona de juegos Piscina Quincho Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso. Requisitos para arrendar con nosotros: Se deben demostrar ingresos que sean 2,8 veces el valor del arriendo En caso de que tus ingresos no lleguen a 2,8 veces el valor del arriendo, estos pueden ser la suma de los ingresos de las personas que vivirán en la propiedad IMPORTANTE: Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte directamente con nosotros Te invitamos a agendar una visita a esta propiedad: esta puede ser presencial o vía streaming, desde la comodidad de tu hogar Más que una corredora, somos Houm. *Aplican T&C",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/los-perales-poniente/92230648,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:30
"La Serena, Av. Ulriksen y Perales",$ 750.000,750000,La Serena,2,2,51,1,"['Amoblado', 'Lavanderia', 'Bodega', 'Suite', 'Seguridad']","Se arrienda departamento amoblado en condominio Ulriksen, costado Stripcenter a pasos de bancos, farmacias, colegios, centros medicos, servicentros, supermercados, gimnasios y comercio en general. Consta: 2 dormitorios ( uno en suite) 2 baños 1 estacionamiento al aire libre. Piso 8 Exterior: Estacionamiento visitas Lavanderia Sala multi usos Ascensores Bicicletero Stripcenter Precio incluye gastos comunes. Se arrienda año corrido. Contáctanos para mas informacion o coordinar visita.",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/av-ulriksen-y-perales/115315796,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:32
"La Serena, Arriendo Dpto. 2D, 2B, amoblado, año corrido (157650)",$ 500.000,500000,La Serena,2,2,47,1,"['Amoblado', 'Bodega', 'Logia', 'Seguridad']","Grupo Orión Gestión Inmobiliaria, Arrienda cómodo departamento año corrido amoblado, consta de 2 dormitorios, 2 baños, living comedor, cocina americana equipada, logia, 1 estacionamiento. Ubicado en sector residencial, a pasos de la playa, cercano a supermercados, centros comerciales, universidades, colegios, buena conectividad. Condominio muy seguro y tranquilo. Arriendo mensual $500.000- gastos comunes incluidos. Honorarios de corretaje 50% del canon de arriendo mas impuesto boleta honorarios. Agende su visita. Paz Anjarí Sánchez",https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-serena/departamento/arriendo-dpto-2d-2b-amoblado-ano-corrido-157650/115301844,ChilePropiedades,Arriendo mensual,Departamento,La Serena,2026-04-21 16:46:33
