precio,m2,dormitorios,banos,estacionamiento,enlace
480000,112,3,1,1,https://portalinmobiliario.com/MLC-1900583845-depto-3d-alto-hacienda-arriendo-ano-corrido-estac-_JM
700000,64,2,2,0,https://portalinmobiliario.com/MLC-1900694601-se-arrienda-dpto-amoblado-y-ano-corrido-en-la-serena-_JM
500000,55,3,1,1,https://portalinmobiliario.com/MLC-1900712153-departamento-frente-a-playa-la-herradura-coquimbo-_JM
590000,70,2,2,1,https://portalinmobiliario.com/MLC-1901714575-arriendo-depto-2-dormitorios-2-banos-1-est-el-milagro-_JM
600000,62,2,2,1,https://portalinmobiliario.com/MLC-1901951931-departamento-en-arriendo-amoblado-en-primera-line-_JM
570000,59,2,2,0,https://portalinmobiliario.com/MLC-1901962547-se-arrienda-departamento-barrio-universitario-_JM
470000,54,3,1,0,https://portalinmobiliario.com/MLC-1902152929-arriendo-departamento-amoblado-sector-islon-_JM
560000,55,2,2,0,https://portalinmobiliario.com/MLC-1902309171-se-arrienda-de-marzo-a-diciembre-sector-puertas-del-mar-_JM
450000,50,2,1,0,https://portalinmobiliario.com/MLC-1903460551-se-arrienda-ano-corrido-2d-1b-puertas-del-mar-_JM
670000,60,2,2,0,https://portalinmobiliario.com/MLC-1903698957-depto-amoblado-en-segunda-linea-de-av-del-mar-_JM
650000,67,2,2,1,https://portalinmobiliario.com/MLC-1903761309-aqua-resort-arriendo-marzo-diciembre-la-serena-_JM
800000,105,3,2,1,https://portalinmobiliario.com/MLC-1903772925-aqua-resort-marzo-diciembre-la-serena-_JM
865000,100,3,2,1,https://portalinmobiliario.com/MLC-1903785833-aqua-resort-arriendo-marzo-diciembre-la-serena-_JM
550000,46,1,1,1,https://portalinmobiliario.com/MLC-1904053449-departamento-nuevo-en-arriendo-marzo-a-diciembre-_JM
800000,94,3,2,1,https://portalinmobiliario.com/MLC-1904343211-arriendo-ano-corrido-amplio-departamento-con-excel-_JM
1390000,116,3,2,1,https://portalinmobiliario.com/MLC-1904368413-espectacular-depto-vista-al-mar-cond-vista-san-joaquin-_JM
800000,80,3,2,0,https://portalinmobiliario.com/MLC-1904376163-amoblado-a-pasos-del-mar-y-ruta-5-_JM
690000,81,3,2,0,https://portalinmobiliario.com/MLC-1904773159-amplio-y-comodo-departamento-en-segunda-linea-av-del-mar-_JM
550000,60,3,1,1,https://portalinmobiliario.com/MLC-1904813687-arriendo-departamento-con-vista-al-mar-en-coquimbo-_JM
600000,72,2,2,0,https://portalinmobiliario.com/MLC-1905420837-arriendo-departamento-avenida-pacifico-la-serena-_JM
750000,60,2,1,0,https://portalinmobiliario.com/MLC-1905420839-depto-amoblado-2-dorm-av-costanera-enjoy-coquimbo-_JM
700000,71,2,2,0,https://portalinmobiliario.com/MLC-1905432863-depto-3d-43-2b-431e-en-la-serena-_JM
750000,80,2,2,1,https://portalinmobiliario.com/MLC-1905517037-se-arrienda-depto-ano-corrido-la-serena-2-d-2b-_JM
1000000,88,2,2,0,https://portalinmobiliario.com/MLC-1905976635-departamento-nuevo-en-condominio-vista-san-joaquin-_JM
550000,60,2,2,0,https://portalinmobiliario.com/MLC-1906688465-se-arrienda-departamento-en-avenida-pacifico-_JM
680000,56,3,2,1,https://portalinmobiliario.com/MLC-1906813623-kp05-bello-departamento-amoblado-en-arriendo-coquimbo-_JM
720000,80,3,2,0,https://portalinmobiliario.com/MLC-1906818981-arriendo-departamento-con-vista-al-mar-penuelas-_JM
550000,48,3,1,1,https://portalinmobiliario.com/MLC-1906869703-sol-de-penuelas-arriendo-hasta-diciembre-_JM
490000,41,1,1,0,https://portalinmobiliario.com/MLC-1906894071-arriendo-departamento-nuevo-en-cumbres-del-milagro-_JM
600000,70,3,2,0,https://portalinmobiliario.com/MLC-1906991197-departamento-en-arriendo-en-la-serena-_JM
570000,53,2,2,0,https://portalinmobiliario.com/MLC-1908066533-en-terrazas-del-sol-lll-se-arrienda-departamento-_JM
435000,50,3,1,0,https://portalinmobiliario.com/MLC-1908320797-3d-1b-estac-univ-del-alba-incl-ggcc-hasta-diciembre-_JM
500000,63,2,2,1,https://portalinmobiliario.com/MLC-1908367273-gran-oportunidad-departamento-en-condominio-aqua-_JM
580000,80,3,2,1,https://portalinmobiliario.com/MLC-1908393377-moderno-depto-ulriksen-tres-dormitorios-vista-al-mar-_JM
560000,61,2,2,0,https://portalinmobiliario.com/MLC-1908420811-comodo-y-moderno-departamento-2d-2b-89554-_JM
600000,70,3,2,0,https://portalinmobiliario.com/MLC-1908497513-departamento-en-arriendo-de-3-dorm-2-banos-en-la-serena-_JM
415000,60,3,1,0,https://portalinmobiliario.com/MLC-1908616381-departamento-avenida-el-sauce-id-152384-_JM
950000,95,3,2,1,https://portalinmobiliario.com/MLC-1909543863-arriendo-ano-corrido-3-dormitorios-amoblado-cercan-_JM
350000,40,1,1,1,https://portalinmobiliario.com/MLC-1909660735-depto-1-dorm-1-bano-sector-puertas-del-mar-central-_JM
590000,78,2,2,0,https://portalinmobiliario.com/MLC-1909881759-frente-al-mar-en-primera-linea-impecable-dpto-amoblado-_JM
600000,85,3,2,1,https://portalinmobiliario.com/MLC-1909962123-departamento-dario-salas-id-151170-_JM
580000,67,3,2,1,https://portalinmobiliario.com/MLC-1910799975-hermoso-departamento-equipado-a-pasos-de-la-playa-_JM
630000,71,3,2,1,https://portalinmobiliario.com/MLC-1911106829-departamento-en-arriendo-ano-corrido-sector-san-joaquin-_JM
700000,50,2,2,0,https://portalinmobiliario.com/MLC-1911158393-arriendo-ano-corrido-_JM
850000,90,2,2,0,https://portalinmobiliario.com/MLC-1911246189-arriendo-departamento-2d-2b-edmundo-eluchans-en-renaca-_JM
530000,60,2,1,0,https://portalinmobiliario.com/MLC-1911292451-depto-amoblado-2d1b-ano-corrido-pdel-mar-vista-playa-_JM
420000,40,2,1,1,https://portalinmobiliario.com/MLC-1912599411-arriendo-departamento-anual-2-hab-cercano-centro-la-serena-_JM
450000,45,2,1,0,https://portalinmobiliario.com/MLC-1912918783-departamento-en-arriendo-de-2-dorm-en-la-serena-_JM
750000,68,2,2,1,https://portalinmobiliario.com/MLC-1913819297-departamento-con-finas-terminaciones-en-primera-li-_JM
500000,60,2,2,0,https://portalinmobiliario.com/MLC-1913861479-arriendo-dpto-amoblad2d2bano-corrido-15marz-22886-_JM
720000,68,2,2,1,https://portalinmobiliario.com/MLC-1914262567-gastoscom-incluidos-1ra-linea-espectac-vistacond-cerrado-_JM
950000,90,2,2,0,https://portalinmobiliario.com/MLC-1914365631-departamento-en-arriendo-2d2b-edmundo-eluchans-_JM
330000,30,1,1,1,https://portalinmobiliario.com/MLC-1914462615-departamento-en-arriendo-de-1-dorm-en-coquimbo-_JM
550000,65,2,2,0,https://portalinmobiliario.com/MLC-1914524485-departamento-arriendo-de-2-dorm-av-del-mar-en-la-serena-_JM
850000,89,2,3,0,https://portalinmobiliario.com/MLC-1914786667-duplex-en-arriendo-ano-corrido-y-amoblado-precio-incluye-gc-_JM
650000,74,3,2,0,https://portalinmobiliario.com/MLC-1914837037-arriendo-departamento-en-penuelas-con-vista-al-mar-_JM
570000,76,2,2,1,https://portalinmobiliario.com/MLC-1914892499-edificio-condominio-dona-gabriela-_JM
610000,60,2,2,1,https://portalinmobiliario.com/MLC-1914961191-arriendo-departamento-amoblado-coquimbo-la-serena-enjoy-_JM
500000,56,3,2,1,https://portalinmobiliario.com/MLC-1914979807-arriendo-ano-corrido-recien-renovado-_JM
700000,92,2,1,1,https://portalinmobiliario.com/MLC-1914980351-departamento-avenida-del-mar-id-169064-_JM
450000,60,2,1,0,https://portalinmobiliario.com/MLC-1914980663-departamento-en-arriendo-de-2-dorm-en-la-serena-_JM
600000,55,2,2,1,https://portalinmobiliario.com/MLC-1914986123-se-arrienda-depto-ano-corrido-el-milagro-_JM
330000,52,3,1,1,https://portalinmobiliario.com/MLC-1914996409-coquimbo-depto-amoblado-frente-playa-la-herradura-_JM
620000,70,2,2,1,https://portalinmobiliario.com/MLC-1915356893-departamento-avenida-las-higueras-id-165631-_JM
700000,71,2,2,1,https://portalinmobiliario.com/MLC-1915992465-se-arrienda-departamento-amoblado-jardin-del-mar-_JM
580000,52,2,2,1,https://portalinmobiliario.com/MLC-1916185801-departamento-en-arriendo-estilo-mariposa-2d-2b--_JM
500000,60,2,2,1,https://portalinmobiliario.com/MLC-1916203007-arriendo-depto-semi-nuevo-2d2b-marzo-a-dic-puertas-del-mar-_JM
600000,64,2,2,1,https://portalinmobiliario.com/MLC-1916243647-primera-linea-av-del-mar-piscina-con-olas-y-tempe-_JM
680000,60,3,2,0,https://portalinmobiliario.com/MLC-1916293179-arriendo-departamento-3hab-2ba-la-serena-_JM
550000,45,1,1,0,https://portalinmobiliario.com/MLC-1916371703-se-arrienda-departamento-sector-cisterna-_JM
900000,80,2,2,1,https://portalinmobiliario.com/MLC-1916377365-departamento-en-arriendo-en-san-joaquin-la-serena-_JM
750000,82,3,2,0,https://portalinmobiliario.com/MLC-1916382679-amplio-departamento-cerca-de-todo-156901-_JM
440000,50,2,1,1,https://portalinmobiliario.com/MLC-1916702851-arriendo-para-estudiantes-145394-_JM
700000,74,3,2,0,https://portalinmobiliario.com/MLC-1916800651-arriendo-de-marzo-a-diciembre-depto-segunda-linea-av-del-mar-_JM
510000,50,2,2,0,https://portalinmobiliario.com/MLC-1916828363-arriendo-departamento-2-dormitorios-amoblado-puertas-del-mar-_JM
550000,50,2,2,0,https://portalinmobiliario.com/MLC-1916841273-arriendo-depto-amoblado-2d-2b-puertas-del-mar-la-serena-_JM
450000,58,3,1,0,https://portalinmobiliario.com/MLC-1917199477-departamento-en-arriendo-_JM
450000,35,1,1,1,https://portalinmobiliario.com/MLC-1917320467-arriendo-departamento-1d-1b-en-pleno-centro-de-coquimbo-_JM
400000,64,3,2,1,https://portalinmobiliario.com/MLC-1917430163-departamento-en-arriendo-en-av-el-sauce-coquimbo-_JM
470000,58,2,2,1,https://portalinmobiliario.com/MLC-1917602669-departamento-avenida-el-sauce-id-169002-_JM
580000,74,2,2,0,https://portalinmobiliario.com/MLC-1917626547-departamento-en-arriendo-de-2-dorm-en-la-serena-av-del-mar-_JM
660000,70,2,2,1,https://portalinmobiliario.com/MLC-1917637629-hermosa-vista-al-mar-en-plena-av-costanera-_JM
690000,70,2,2,1,https://portalinmobiliario.com/MLC-1917684711-full-amoblado-con-gastos-comunes-incluidos-_JM
550000,53,2,2,0,https://portalinmobiliario.com/MLC-1918797987-departamento-amoblado-2d-condominio-la-serena-_JM
500000,60,3,1,0,https://portalinmobiliario.com/MLC-1918833411-se-arrienda-sector-av-del-mar-3d-1b-amoblado-ggcc-incluidos-_JM
450000,43,1,1,1,https://portalinmobiliario.com/MLC-1918845591-arriendo-centro-de-coquimbo-depto-amoblado-con-vista-al-mar-_JM
550000,53,2,2,1,https://portalinmobiliario.com/MLC-1918872439-arriendo-departamento-amoblado-hasta-diciembre-en--_JM
425000,30,1,1,1,https://portalinmobiliario.com/MLC-1918916921-departamento-en-av-pacifico-puertas-del-mar-_JM
1100000,120,3,2,1,https://portalinmobiliario.com/MLC-1918922413-hermoso-departamento-en-primera-linea-y-vista-frontal-_JM
600000,50,3,2,0,https://portalinmobiliario.com/MLC-1919028073-departamento-en-arriendo-de-3-dorm-en-la-serena-_JM
530000,66,2,2,1,https://portalinmobiliario.com/MLC-1919089427-departamento-en-arriendo-en-penuelas-miraolas-_JM
650000,66,2,2,1,https://portalinmobiliario.com/MLC-1919100649-arriendo-sector-norte-de-coquimbo-penuelas-_JM
660000,79,3,2,0,https://portalinmobiliario.com/MLC-1919132075-arriendo-departamento-amoblado-3d2b1e-barrio-universitario-_JM
470000,60,2,2,1,https://portalinmobiliario.com/MLC-1919153395-se-arrienda-de-marzo-a-diciembre-en-avda-el-mar-_JM
450000,45,1,1,1,https://portalinmobiliario.com/MLC-1919154017-departamento-en-arriendo-en-coquimbo-y-la-serena-_JM
550000,58,2,1,0,https://portalinmobiliario.com/MLC-1919161281-departamento-ano-corrido-a-pasos-de-la-playa-la-serena-_JM
650000,65,2,2,1,https://portalinmobiliario.com/MLC-1919413307-departamento-amoblado-ano-corrido-coquimbo-151320-_JM
595000,68,2,2,1,https://portalinmobiliario.com/MLC-1919568643-arrienda-dpto-amoblado-ano-corrido-85285-_JM
500000,50,3,2,1,https://portalinmobiliario.com/MLC-1920283597-departamento-los-perales-poniente-id-158008-_JM
500000,47,2,2,0,https://portalinmobiliario.com/MLC-1920398325-arriendo-dpto-2d-2b-amoblado-ano-corrido-157650-_JM
500000,55,3,1,1,https://portalinmobiliario.com/MLC-1920405637-se-arrienda-depto-hasta-diciembre-condominio-4-esquinas-_JM
450000,60,3,1,1,https://portalinmobiliario.com/MLC-1920771203-arriendo-en-alto-hacienda-151410-_JM
550000,79,3,2,0,https://portalinmobiliario.com/MLC-1920793063-arriendo-dpto-amoblado-mar-a-dic-3d2b-151506-_JM
490000,47,2,2,0,https://portalinmobiliario.com/MLC-1920811861-departamento-en-arriendo-hasta-diciembre-_JM
400000,51,3,1,0,https://portalinmobiliario.com/MLC-1920836277-arriendo-dpto-cerca-de-la-playa-a-a-d-70128-_JM
700000,90,2,2,1,https://portalinmobiliario.com/MLC-1920860345-arriendo-marzo-diciembre-101141-_JM
450000,62,3,1,1,https://portalinmobiliario.com/MLC-1921844059-depto-a-una-cuadra-de-la-playa-con-3-habitaciones-_JM
630000,90,2,2,0,https://portalinmobiliario.com/MLC-1921903685-arriendo-hermoso-departamento-151666-_JM
595000,50,2,2,1,https://portalinmobiliario.com/MLC-1921932483-acogedor-departamento-con-excelente-conectivi-151709-_JM
400000,59,1,1,0,https://portalinmobiliario.com/MLC-1921965101-arrienda-dpto-amoblado-marzo-dic-2026-91239-_JM
680000,75,2,2,0,https://portalinmobiliario.com/MLC-1921973683-hermoso-depto-ano-corrido-a-pasos-del-mar-140388-_JM
490000,37,2,1,1,https://portalinmobiliario.com/MLC-1922261885-depto-490000-amoblado-2h1b1e-federico-de-arcos-la-sere-_JM
435000,56,3,1,1,https://portalinmobiliario.com/MLC-1922612065-departamento-avenida-pacifico-id-169207-_JM
850000,84,2,2,0,https://portalinmobiliario.com/MLC-1922615603-departamento-frente-al-mar-serena-golf-_JM
550000,52,2,2,0,https://portalinmobiliario.com/MLC-1922698777-arriendo-departamento-puertas-del-mar-marzo-dic-_JM
440000,58,3,2,0,https://portalinmobiliario.com/MLC-1922796025-ano-corrido-sin-amoblar-157970-_JM
550000,57,2,2,0,https://portalinmobiliario.com/MLC-1923730317-arriendo-de-departamento-en-anibal-pinto-_JM
850000,80,3,2,1,https://portalinmobiliario.com/MLC-1923810641-departamento-en-arriendo-en-penuelas-_JM
650000,51,2,2,1,https://portalinmobiliario.com/MLC-1923815993-arriendo-departamento-amoblado-la-herradura-_JM
750000,89,3,2,1,https://portalinmobiliario.com/MLC-1923818371-hermoso-departamento-en-condominio-a-pasos-de-la-playa-_JM
495000,55,2,1,1,https://portalinmobiliario.com/MLC-1923873887-departamento-en-av-del-mar-la-serena-_JM
150000,120,4,3,0,https://portalinmobiliario.com/MLC-1923877967-arriendo-diario-feriados-vacaciones-la-serena-_JM
450000,32,1,1,1,https://portalinmobiliario.com/MLC-1923892175-edificio-av-pedro-nolasco-videla-vista-norte-piso-11-_JM
600000,90,2,2,1,https://portalinmobiliario.com/MLC-1923939839-hermoso-departamento-nuevo-_JM
450000,45,1,1,0,https://portalinmobiliario.com/MLC-1923979467-departamento-en-arriendo-avenida-del-mar-1-dormitorio-_JM
850000,65,3,2,1,https://portalinmobiliario.com/MLC-1924255521-moderno-depto-amoblado-primer-piso-en-av-los-lagos-_JM
550000,75,2,2,0,https://portalinmobiliario.com/MLC-1925231791-se-arrienda-detras-de-enjoy-marzo-a-diciembre-_JM
550000,40,1,1,0,https://portalinmobiliario.com/MLC-1925536309-departamento-laguna-del-mar-la-serena-_JM
480000,53,2,2,0,https://portalinmobiliario.com/MLC-1925544051-departamento-en-arriendo-en-la-serena-_JM
550000,80,3,2,1,https://portalinmobiliario.com/MLC-1925625913-en-arriendo-departamento-3d-y-2b-amoblado-av-waldo-alcalde-_JM
500000,46,2,1,1,https://portalinmobiliario.com/MLC-1925672643-arriendo-departamento-amoblado-marzo-a-diciembre-_JM
550000,48,1,1,0,https://portalinmobiliario.com/MLC-1925673625-arriendo-depto-amoblado-laguna-del-mar-gc-incluidos-_JM
550000,55,2,2,1,https://portalinmobiliario.com/MLC-1925725605-departamento-avenida-pacifico-id-168244-_JM
850000,69,2,2,0,https://portalinmobiliario.com/MLC-1925733697-condominio-la-laguna-arriendo-ano-corrido-_JM
550000,52,2,1,0,https://portalinmobiliario.com/MLC-1926001157-arriendo-departamento-2hab-1ba-la-serena-_JM
450000,54,2,2,1,https://portalinmobiliario.com/MLC-1926004565-depto-en-sector-residencial-el-milagro-excelente-barrio-_JM
500000,50,2,1,1,https://portalinmobiliario.com/MLC-1926012395-departamento-amoblado-de-marzo-a-diciembre-en-paci-_JM
480000,64,3,1,1,https://portalinmobiliario.com/MLC-1926968349-arriendo-depto-nuevo-3d1b-vista-al-mar-coquimbo-_JM
600000,50,2,1,1,https://portalinmobiliario.com/MLC-1926971581-departamento-avenida-pacifico-id-167134-_JM
500000,71,2,2,0,https://portalinmobiliario.com/MLC-1926972489-arriendo-departamento-amoblado-ano-corrido-158653-_JM
500000,70,3,1,1,https://portalinmobiliario.com/MLC-1926973787-departamento-3d-1b-est-gcomun-inc-portal-del-mar-amoblado-_JM
480000,53,2,2,0,https://portalinmobiliario.com/MLC-1927006145-se-arrienda-departamento-amoblado-en-ciudad-de-la-serena-_JM
450000,63,3,1,0,https://portalinmobiliario.com/MLC-1927006283-departamento-en-arriendo-en-la-serena-_JM
450000,45,3,1,1,https://portalinmobiliario.com/MLC-1927008369-departamento-regimiento-arica-id-168333-_JM
450000,54,2,2,1,https://portalinmobiliario.com/MLC-1927012201-departamento-2-habitacion-y-2-banos-_JM
500000,70,2,2,1,https://portalinmobiliario.com/MLC-1927067155-departamento-los-navegantes-id-169454-_JM
460000,56,3,1,1,https://portalinmobiliario.com/MLC-1928308261-arriendo-departamento-amoblado-la-serena-_JM
560000,65,2,2,0,https://portalinmobiliario.com/MLC-1928336799-arriendo-departamento-amoblado-158821-_JM
630000,57,2,2,1,https://portalinmobiliario.com/MLC-1928338539-arriendo-departamento-amoblado-detras-casino-enjoy-coquimbo-_JM
650000,78,2,2,0,https://portalinmobiliario.com/MLC-1928351471-departamento-2d-2b-con-vista-al-mar-la-serena-158828-_JM
750000,55,2,2,0,https://portalinmobiliario.com/MLC-1928363671-departamento-en-arriendo-laguna-del-mar-en-la-serena-_JM
390000,57,3,1,1,https://portalinmobiliario.com/MLC-1928364807-arriendo-ano-corrido-bosque-san-carlos-_JM
650000,90,3,2,0,https://portalinmobiliario.com/MLC-1929554509-arriendo-ano-corrido-puertas-del-mar-la-serena-_JM
450000,65,3,2,1,https://portalinmobiliario.com/MLC-1929571755-luminoso-3d-2b-sol-de-tarde-amplia-logia-y-gran-conectivid-_JM
1250000,169,4,4,1,https://portalinmobiliario.com/MLC-1929576097-penthouse-vista-mar-4d-coquimbo-159054-_JM
700000,65,2,2,0,https://portalinmobiliario.com/MLC-1929578903-depto-amoblado-tipo-mariposa-en-condominio-laguna-del-mar-_JM
540000,55,2,2,1,https://portalinmobiliario.com/MLC-1929590533-departamento-en-arriendo-en-avenida-pacifico-la-serena-_JM
470000,57,2,2,1,https://portalinmobiliario.com/MLC-1929776391-depto-nuevo-sin-muebles-en-penuelas-153055-_JM
600000,68,2,2,0,https://portalinmobiliario.com/MLC-1929799195-2d432b-estacionamiento-bodega-y-gasto-comun-incluido-_JM
650000,57,3,2,1,https://portalinmobiliario.com/MLC-1929799325-arriendo-dpto-cerca-enjoy-coquimbo-159124-_JM
500000,70,3,1,1,https://portalinmobiliario.com/MLC-1929801227-ano-corrido-amoblado-en-condominio-alto-hacienda-_JM
350000,42,1,1,1,https://portalinmobiliario.com/MLC-1929812601-arriendo-amoblado-departamento-86921-_JM
600000,55,2,1,0,https://portalinmobiliario.com/MLC-1929812747-depto-amoblado-cercano-a-faro-la-serena-_JM
530000,55,2,2,1,https://portalinmobiliario.com/MLC-1929831853-amplio-departamento-ano-corrido-amoblado-en-piso-c-_JM
450000,52,2,1,1,https://portalinmobiliario.com/MLC-1930673989-departamento-amoblado-de-2d1b-cercano-a-ruta-5-la-serena-_JM
650000,68,2,2,1,https://portalinmobiliario.com/MLC-1930685179-departamento-amoblado-gasto-comun-incluido-con-in-_JM
1500000,180,4,3,1,https://portalinmobiliario.com/MLC-1930687337-hermoso-penthouse-en-avenida-del-mar-147450-_JM
1300000,142,4,3,0,https://portalinmobiliario.com/MLC-1930691431-espacioso-y-luminoso-en-sector-tranquilo-159305-_JM
550000,66,2,2,1,https://portalinmobiliario.com/MLC-1930692285-se-arriendaano-corridoamobladoedificio-marina-oceano-_JM
400000,58,3,2,1,https://portalinmobiliario.com/MLC-1931459435-departamento-en-arriendo-3-dorm-sector-los-lagos-coquimbo-_JM
550000,65,3,2,1,https://portalinmobiliario.com/MLC-1931459487-dpto-ano-corrido-amoblado-sector-lider-rgto-arica-_JM
450000,60,1,1,0,https://portalinmobiliario.com/MLC-1931460653-arrienda-dpto-amoblado-1d1b-frontal-mar-21802-_JM
550000,52,2,1,0,https://portalinmobiliario.com/MLC-1931471975-arriendo-departamento-puertas-del-mar-ano-corrido-_JM
420000,60,3,1,1,https://portalinmobiliario.com/MLC-1931472621-depto-en-arriendo-excelente-ubicacion-153543-_JM
500000,61,1,1,0,https://portalinmobiliario.com/MLC-1931472651-arriendo-dpto-1d1b-amoblado-153398-_JM
1400000,114,4,3,0,https://portalinmobiliario.com/MLC-1931472987-se-arrienda-departamento-duplex-en-avenida-del-mar-_JM
475000,58,3,1,0,https://portalinmobiliario.com/MLC-1931473249-arriendo-dpto-amoblado-3d1b-mar-a-dic-77843-_JM
620000,57,2,2,0,https://portalinmobiliario.com/MLC-1931501745-departamento-en-arriendo-de-2-dorm-en-la-serena-_JM
650000,70,3,2,0,https://portalinmobiliario.com/MLC-1931505923-departamento-arriendo-3-habitaciones-2-banos-1-e-y-bodega-_JM
650000,65,2,2,1,https://portalinmobiliario.com/MLC-1931505983-depto-amoblado-2d-2b-1e-75-mt-vista-al-mar-la-herradura-coqu-_JM
580000,76,3,2,1,https://portalinmobiliario.com/MLC-1931507607-arriendo-departamento-amoblado-coquimbo-_JM
590000,76,2,2,0,https://portalinmobiliario.com/MLC-1931508035-excelente-depto-dos-dormitorios-mas-sala-esta-159456-_JM
500000,60,3,1,1,https://portalinmobiliario.com/MLC-1931539977-dpto-amoblado-sector-lider-rgto-arica-ano-corrido-_JM
500000,60,3,1,1,https://portalinmobiliario.com/MLC-1931540077-sin-muebles-ano-corrido-comodo-dpto-el-milagro-la-serena-_JM
560000,60,2,2,0,https://portalinmobiliario.com/MLC-1931540091-arriendo-departamento-avenida-pacifico-ano-corrido-serena-_JM
550000,58,3,2,0,https://portalinmobiliario.com/MLC-1931540111-departamento-nuevo-en-arriendo-el-milagro-la-serena-_JM
600000,74,3,2,0,https://portalinmobiliario.com/MLC-1931540183-departamento-en-arriendo-3-2-en-la-serena-_JM
600000,64,3,1,1,https://portalinmobiliario.com/MLC-1931540851-depto-ano-corrido-amoblado-cerca-hospital-147629-_JM
650000,65,2,1,0,https://portalinmobiliario.com/MLC-1931540965-condominio-jardin-del-mar-los-espera-124805-_JM
400000,48,1,1,0,https://portalinmobiliario.com/MLC-1931544655-arriendo-moderno-departamento-en-el-milagro-1-dormitorio-1-b-_JM
690000,70,2,2,1,https://portalinmobiliario.com/MLC-1932620739-departamento-amoblado-con-gastos-comunes-incluidos-_JM
450000,49,2,1,1,https://portalinmobiliario.com/MLC-1932628209-se-arrienda-departamento-de-abril-a-diciembre-en-4-esquinas-_JM
600000,78,3,2,1,https://portalinmobiliario.com/MLC-1932629519-gran-vista-panoramica-seguridad-todos-los-servicios-a-mts-_JM
450000,50,2,2,0,https://portalinmobiliario.com/MLC-1932629981-departamento-avenida-libertad-id-169859-_JM
450000,60,3,1,1,https://portalinmobiliario.com/MLC-1932761745-ano-corrido-amoblado-_JM
950000,243,3,2,0,https://portalinmobiliario.com/MLC-1932772905-conectividad-y-confort-en-cada-rincon-153749-_JM
500000,74,2,1,0,https://portalinmobiliario.com/MLC-1933307381-condominio-sol-del-pacifico-_JM
550000,57,2,2,0,https://portalinmobiliario.com/MLC-1933310393-arriendo-departamento-san-joaquin-barrio-universitario-ii-_JM
850000,90,3,2,0,https://portalinmobiliario.com/MLC-1933315715-arriendo-hasta-diciembre-para-familias-159737-_JM
850000,72,2,2,0,https://portalinmobiliario.com/MLC-1933349013-arriendo-ano-corrido-jardin-del-mar-coquimbo-_JM
680000,74,3,2,1,https://portalinmobiliario.com/MLC-1933349877-arriendo-depto-3d2b-sector-penuelas-_JM
610000,60,2,2,1,https://portalinmobiliario.com/MLC-1933355613-departamento-amoblado-2d2b-sector-penuelas-coquimbo-_JM
470000,50,2,2,1,https://portalinmobiliario.com/MLC-1933356575-departamento-avenida-waldo-alcalde-id-169730-_JM
750000,104,3,2,1,https://portalinmobiliario.com/MLC-1933992617-inversion-ideal-amplio-y-comodo-159782-_JM
500000,45,2,1,1,https://portalinmobiliario.com/MLC-1934007443-departamento-baldomero-orrego-id-166787-_JM
550000,49,2,2,1,https://portalinmobiliario.com/MLC-1935449181-arriendo-departamento-avda-los-pescadores-_JM
380000,58,3,1,1,https://portalinmobiliario.com/MLC-1935449455-departamento-gladys-marin-id-167162-_JM
500000,82,3,2,1,https://portalinmobiliario.com/MLC-1935449845-departamento-la-serena-a-pasos-de-av-del-mar-_JM
450000,35,2,1,1,https://portalinmobiliario.com/MLC-1935459017-arriendo-ano-corrido-en-penuelas-norte-_JM
600000,70,2,2,1,https://portalinmobiliario.com/MLC-1935474949-lindo-departamento-amoblado-hasta-diciembre-_JM
380000,25,1,1,0,https://portalinmobiliario.com/MLC-1935475307-departamento-avenida-varela-id-158858-_JM
300000,47,3,1,0,https://portalinmobiliario.com/MLC-1935476057-arriendo-dpto-3d-1b-excelente-conectividad-160013-_JM
900000,70,2,2,1,https://portalinmobiliario.com/MLC-1935569927-exclusivo-depto-semi-amoblado-san-joaquin-vista-panoramica-_JM
620000,58,3,2,0,https://portalinmobiliario.com/MLC-1935577113-departamento-en-arriendo-de-3-dorm-en-la-serena-_JM
700000,64,2,2,0,https://portalinmobiliario.com/MLC-1935617211-arriendo-departamento-2hab-2ba-la-serena-_JM
900000,105,4,3,1,https://portalinmobiliario.com/MLC-1935617655-edificio-dario-salas-1-est-1-bod-vista-norponiente-piso-_JM
450000,57,3,1,0,https://portalinmobiliario.com/MLC-1935620793-marzo-a-dic-3-dormitorios-cerca-del-faro-153961-_JM
900000,80,3,2,0,https://portalinmobiliario.com/MLC-1935690757-arriendo-departamento-3hab-2ba-la-serena-_JM
750000,83,3,2,1,https://portalinmobiliario.com/MLC-1935693943-ano-corrido-amoblado-marina-horizonte-3d2b-148051-_JM
450000,67,3,2,1,https://portalinmobiliario.com/MLC-1936859295-comodo-departamento-a-pasos-de-playa-la-serena-_JM
620000,79,3,2,0,https://portalinmobiliario.com/MLC-1936860481-amplio-departamento-3d2b1b1e-jumbo-ulriksen-incluye-gc-_JM
580000,64,3,2,1,https://portalinmobiliario.com/MLC-1936865407-arriendo-excelente-departamento-en-la-serena-_JM
640000,84,2,2,0,https://portalinmobiliario.com/MLC-1936870121-venta-o-arriendo-amoblado-serena-golf-2d-2-b-7984-m2-_JM
490000,54,3,1,1,https://portalinmobiliario.com/MLC-1936871965-departamento-en-arriendo-con-pomocion-_JM
